timestamp,x_value,y_value,z_value,heart_rate,temperature_c,action,prediction
2026-01-01 14:49:00,0.191,0.261,0.042,63,38.08,Minimal Movement,Normal Rest
2026-01-01 14:49:30,0.692,0.672,0.342,73,38.78,Head Movement,Feeding Detected
2026-01-01 14:50:00,2.342,2.591,1.987,124,38.97,High Movement,Active State
2026-01-01 14:50:30,1.904,1.587,1.334,65,38.19,Moderate Movement,Healthy Activity
2026-01-01 14:51:00,1.317,1.046,0.706,63,38.33,Moderate Movement,Healthy Activity
2026-01-01 14:51:30,0.772,0.848,0.477,65,38.33,Head Movement,Feeding Detected
2026-01-01 14:52:00,2.398,3.795,3.258,102,38.75,High Movement,Active State
2026-01-01 14:52:30,0.29,0.233,0.263,58,38.2,Minimal Movement,Normal Rest
2026-01-01 14:53:00,1.205,1.329,1.981,66,38.83,Moderate Movement,Healthy Activity
2026-01-01 14:53:30,0.425,0.236,0.474,65,38.32,Head Movement,Feeding Detected
2026-01-01 14:54:00,1.423,0.577,0.892,73,38.36,Moderate Movement,Healthy Activity
2026-01-01 14:54:30,2.71,2.874,4.162,101,38.81,High Movement,Active State
2026-01-01 14:55:00,0.056,0.047,0.079,58,38.31,Low Movement,Healthy Sleep
2026-01-01 14:55:30,1.17,1.078,1.015,77,38.41,Moderate Movement,Healthy Activity
2026-01-01 14:56:00,0.06,0.084,0.066,54,37.97,Low Movement,Healthy Sleep
2026-01-01 14:56:30,2.778,1.89,3.233,109,38.93,High Movement,Active State
2026-01-01 14:57:00,0.516,0.424,0.697,66,38.3,Head Movement,Feeding Detected
2026-01-01 14:57:30,0.234,0.295,0.276,55,38.29,Minimal Movement,Normal Rest
2026-01-01 14:58:00,0.61,1.639,1.41,65,38.59,Moderate Movement,Healthy Activity
2026-01-01 14:58:30,3.618,2.167,2.447,95,39.32,High Movement,Active State
2026-01-01 14:59:00,1.155,1.589,1.437,67,38.15,Moderate Movement,Healthy Activity
2026-01-01 14:59:30,2.606,2.718,3.019,113,38.66,High Movement,Active State
2026-01-01 15:00:00,0.713,0.863,0.448,68,38.31,Head Movement,Feeding Detected
2026-01-01 15:00:30,0.788,1.783,0.877,72,38.87,Moderate Movement,Healthy Activity
2026-01-01 15:01:00,0.364,0.695,0.584,61,38.36,Head Movement,Feeding Detected
2026-01-01 15:01:30,0.283,0.62,1.076,65,38.13,Head Movement,Feeding Detected
2026-01-01 15:02:00,0.089,0.038,0.122,54,38.05,Low Movement,Healthy Sleep
2026-01-01 15:02:30,1.287,1.505,1.358,77,38.4,Moderate Movement,Healthy Activity
2026-01-01 15:03:00,0.337,0.123,0.351,53,38.11,Minimal Movement,Normal Rest
2026-01-01 15:03:30,0.395,0.257,0.294,66,38.13,Minimal Movement,Normal Rest
2026-01-01 15:04:00,0.691,0.975,0.635,63,38.61,Head Movement,Feeding Detected
2026-01-01 15:04:30,0.095,0.105,0.055,56,37.88,Low Movement,Healthy Sleep
2026-01-01 15:05:00,0.087,0.046,0.106,50,37.92,Low Movement,Healthy Sleep
2026-01-01 15:05:30,2.361,2.688,2.48,94,39.21,High Movement,Active State
2026-01-01 15:06:00,0.122,0.077,0.095,56,38.13,Low Movement,Healthy Sleep
2026-01-01 15:06:30,0.056,0.125,0.09,48,38.1,Low Movement,Healthy Sleep
2026-01-01 15:07:00,0.079,0.068,0.102,51,38.15,Low Movement,Healthy Sleep
2026-01-01 15:07:30,2.146,2.662,3.406,108,39.29,High Movement,Active State
2026-01-01 15:08:00,0.268,0.33,0.085,66,38.24,Minimal Movement,Normal Rest
2026-01-01 15:08:30,0.397,0.138,0.557,70,38.38,Head Movement,Feeding Detected
2026-01-01 15:09:00,0.218,0.298,0.24,55,38.22,Minimal Movement,Normal Rest
2026-01-01 15:09:30,0.072,0.11,0.06,48,38.36,Low Movement,Healthy Sleep
2026-01-01 15:10:00,0.473,0.477,0.612,59,38.38,Head Movement,Feeding Detected
2026-01-01 15:10:30,0.868,1.367,1.446,84,38.34,Moderate Movement,Healthy Activity
2026-01-01 15:11:00,1.34,1.056,0.825,76,38.69,Moderate Movement,Healthy Activity
2026-01-01 15:11:30,0.13,1.904,1.242,68,38.85,Moderate Movement,Healthy Activity
2026-01-01 15:12:00,0.368,0.107,0.244,52,38.05,Minimal Movement,Normal Rest
2026-01-01 15:12:30,2.827,2.71,3.153,95,39.02,High Movement,Active State
2026-01-01 15:13:00,0.846,0.798,0.412,66,38.04,Head Movement,Feeding Detected
2026-01-01 15:13:30,2.957,3.281,3.459,104,39.11,High Movement,Active State
2026-01-01 15:14:00,0.051,0.043,0.115,48,38.08,Low Movement,Healthy Sleep
2026-01-01 15:14:30,1.298,1.852,1.838,68,38.46,Moderate Movement,Healthy Activity
2026-01-01 15:15:00,0.626,0.547,0.051,66,38.36,Head Movement,Feeding Detected
2026-01-01 15:15:30,0.052,0.089,0.079,57,38.18,Low Movement,Healthy Sleep
2026-01-01 15:16:00,-0.002,0.075,0.099,53,38.24,Low Movement,Healthy Sleep
2026-01-01 15:16:30,0.073,0.1,0.041,48,38.14,Low Movement,Healthy Sleep
2026-01-01 15:17:00,1.274,1.011,1.164,72,38.61,Moderate Movement,Healthy Activity
2026-01-01 15:17:30,0.648,0.674,0.782,66,38.73,Head Movement,Feeding Detected
2026-01-01 15:18:00,0.565,0.346,0.825,63,38.41,Head Movement,Feeding Detected
2026-01-01 15:18:30,1.684,1.385,0.38,71,38.44,Moderate Movement,Healthy Activity
2026-01-01 15:19:00,0.334,0.204,0.218,66,38.04,Minimal Movement,Normal Rest
2026-01-01 15:19:30,0.698,0.807,0.311,74,38.3,Head Movement,Feeding Detected
2026-01-01 15:20:00,2.972,2.548,2.509,100,39.37,High Movement,Active State
2026-01-01 15:20:30,0.085,0.091,0.057,56,37.82,Low Movement,Healthy Sleep
2026-01-01 15:21:00,1.887,1.881,1.378,66,38.58,Moderate Movement,Healthy Activity
2026-01-01 15:21:30,1.245,1.049,1.201,81,38.34,Moderate Movement,Healthy Activity
2026-01-01 15:22:00,2.809,3.152,3.892,124,38.9,High Movement,Active State
2026-01-01 15:22:30,1.052,1.223,0.817,75,38.73,Moderate Movement,Healthy Activity
2026-01-01 15:23:00,0.263,0.619,0.334,66,38.55,Head Movement,Feeding Detected
2026-01-01 15:23:30,1.104,1.401,1.478,76,38.78,Moderate Movement,Healthy Activity
2026-01-01 15:24:00,1.1,1.386,1.597,78,38.64,Moderate Movement,Healthy Activity
2026-01-01 15:24:30,0.824,0.708,0.47,66,38.54,Head Movement,Feeding Detected
2026-01-01 15:25:00,1.65,1.051,1.032,74,38.53,Moderate Movement,Healthy Activity
2026-01-01 15:25:30,1.274,2.002,1.011,65,38.72,Moderate Movement,Healthy Activity
2026-01-01 15:26:00,0.104,0.033,0.065,56,38.07,Low Movement,Healthy Sleep
2026-01-01 15:26:30,0.264,0.232,0.222,53,38.19,Minimal Movement,Normal Rest
2026-01-01 15:27:00,0.993,1.49,0.517,80,38.84,Moderate Movement,Healthy Activity
2026-01-01 15:27:30,0.052,0.086,0.041,53,37.97,Low Movement,Healthy Sleep
2026-01-01 15:28:00,2.269,1.67,2.976,93,38.73,High Movement,Active State
2026-01-01 15:28:30,0.91,1.16,1.44,81,38.6,Moderate Movement,Healthy Activity
2026-01-01 15:29:00,0.148,0.564,1.006,74,38.51,Head Movement,Feeding Detected
2026-01-01 15:29:30,0.218,0.2,0.325,61,38.37,Minimal Movement,Normal Rest
2026-01-01 15:30:00,2.523,1.523,2.913,99,38.93,High Movement,Active State
2026-01-01 15:30:30,0.108,0.055,0.058,58,37.94,Low Movement,Healthy Sleep
2026-01-01 15:31:00,0.018,0.016,0.056,50,38.16,Low Movement,Healthy Sleep
2026-01-01 15:31:30,3.455,3.271,3.17,116,39.33,High Movement,Active State
2026-01-01 15:32:00,1.508,1.535,1.781,75,38.49,Moderate Movement,Healthy Activity
2026-01-01 15:32:30,0.112,0.081,0.079,50,38.27,Low Movement,Healthy Sleep
2026-01-01 15:33:00,0.934,0.335,0.854,69,38.25,Head Movement,Feeding Detected
2026-01-01 15:33:30,0.976,1.078,1.375,83,38.54,Moderate Movement,Healthy Activity
2026-01-01 15:34:00,1.544,1.048,1.129,81,38.53,Moderate Movement,Healthy Activity
2026-01-01 15:34:30,0.259,0.31,0.259,62,38.2,Minimal Movement,Normal Rest
2026-01-01 15:35:00,3.869,3.784,2.639,104,38.51,High Movement,Active State
2026-01-01 15:35:30,0.194,0.243,0.277,57,38.13,Minimal Movement,Normal Rest
2026-01-01 15:36:00,0.428,0.812,0.748,71,38.53,Head Movement,Feeding Detected
2026-01-01 15:36:30,0.732,0.321,0.501,66,38.24,Head Movement,Feeding Detected
2026-01-01 15:37:00,0.1,0.08,0.081,51,38.08,Low Movement,Healthy Sleep
2026-01-01 15:37:30,0.08,0.034,0.048,52,38.01,Low Movement,Healthy Sleep
2026-01-01 15:38:00,0.034,0.052,0.071,58,38.26,Low Movement,Healthy Sleep
2026-01-01 15:38:30,3.411,2.623,2.655,96,39.04,High Movement,Active State
2026-01-01 15:39:00,0.092,0.095,0.083,52,38.16,Low Movement,Healthy Sleep
2026-01-01 15:39:30,0.039,0.103,0.104,51,37.98,Low Movement,Healthy Sleep
2026-01-01 15:40:00,0.105,0.032,0.041,54,38.16,Low Movement,Healthy Sleep
2026-01-01 15:40:30,3.569,3.359,3.021,100,38.64,High Movement,Active State
2026-01-01 15:41:00,0.026,0.076,0.075,54,37.96,Low Movement,Healthy Sleep
2026-01-01 15:41:30,0.298,0.409,0.269,64,38.13,Minimal Movement,Normal Rest
2026-01-01 15:42:00,2.578,3.359,1.986,113,38.83,High Movement,Active State
2026-01-01 15:42:30,3.94,2.059,2.841,122,38.94,High Movement,Active State
2026-01-01 15:43:00,1.165,1.085,1.469,67,38.41,Moderate Movement,Healthy Activity
2026-01-01 15:43:30,1.165,1.347,0.924,84,38.41,Moderate Movement,Healthy Activity
2026-01-01 15:44:00,0.077,0.129,0.068,53,38.31,Low Movement,Healthy Sleep
2026-01-01 15:44:30,1.42,0.477,0.813,66,38.44,Moderate Movement,Healthy Activity
2026-01-01 15:45:00,1.264,1.041,1.226,73,38.56,Moderate Movement,Healthy Activity
2026-01-01 15:45:30,0.455,0.806,0.699,61,38.37,Head Movement,Feeding Detected
2026-01-01 15:46:00,1.087,1.527,1.746,70,38.2,Moderate Movement,Healthy Activity
2026-01-01 15:46:30,0.082,0.109,0.104,50,38.44,Low Movement,Healthy Sleep
2026-01-01 15:47:00,1.166,1.547,0.814,64,38.29,Moderate Movement,Healthy Activity
2026-01-01 15:47:30,0.144,0.216,0.198,64,38.22,Minimal Movement,Normal Rest
2026-01-01 15:48:00,1.242,1.703,0.623,67,38.61,Moderate Movement,Healthy Activity
2026-01-01 15:48:30,0.388,0.283,0.383,62,38.17,Minimal Movement,Normal Rest
2026-01-01 15:49:00,0.096,0.091,0.088,58,38.24,Low Movement,Healthy Sleep
2026-01-01 15:49:30,0.068,0.043,0.092,53,38.15,Low Movement,Healthy Sleep
2026-01-01 15:50:00,0.086,0.021,0.039,50,38.23,Low Movement,Healthy Sleep
2026-01-01 15:50:30,0.174,0.225,0.186,62,38.0,Minimal Movement,Normal Rest
2026-01-01 15:51:00,0.041,0.175,0.15,53,38.17,Minimal Movement,Normal Rest
2026-01-01 15:51:30,0.045,0.063,0.058,59,37.99,Low Movement,Healthy Sleep
2026-01-01 15:52:00,0.864,0.294,0.523,58,38.32,Head Movement,Feeding Detected
2026-01-01 15:52:30,0.225,0.162,0.155,60,38.39,Minimal Movement,Normal Rest
2026-01-01 15:53:00,0.687,1.274,1.237,63,38.84,Moderate Movement,Healthy Activity
2026-01-01 15:53:30,0.975,1.292,1.394,72,38.55,Moderate Movement,Healthy Activity
2026-01-01 15:54:00,0.553,0.586,0.421,63,38.21,Head Movement,Feeding Detected
2026-01-01 15:54:30,0.827,0.859,0.428,64,38.37,Head Movement,Feeding Detected
2026-01-01 15:55:00,1.661,0.991,1.384,84,38.78,Moderate Movement,Healthy Activity
2026-01-01 15:55:30,4.031,3.466,1.842,115,38.79,High Movement,Active State
2026-01-01 15:56:00,0.478,0.596,0.514,67,38.24,Head Movement,Feeding Detected
2026-01-01 15:56:30,1.652,0.934,0.728,73,38.24,Moderate Movement,Healthy Activity
2026-01-01 15:57:00,0.612,0.482,0.592,68,38.38,Head Movement,Feeding Detected
2026-01-01 15:57:30,0.418,0.267,0.86,72,38.24,Head Movement,Feeding Detected
2026-01-01 15:58:00,0.206,0.294,0.209,57,38.25,Minimal Movement,Normal Rest
2026-01-01 15:58:30,0.109,0.077,0.041,59,38.15,Low Movement,Healthy Sleep
2026-01-01 15:59:00,0.091,0.149,0.062,50,37.81,Low Movement,Healthy Sleep
2026-01-01 15:59:30,0.761,1.545,1.242,71,38.56,Moderate Movement,Healthy Activity
2026-01-01 16:00:00,0.491,0.821,0.742,74,38.27,Head Movement,Feeding Detected
2026-01-01 16:00:30,0.57,0.431,0.444,69,38.34,Head Movement,Feeding Detected
2026-01-01 16:01:00,0.5,0.917,0.619,67,38.23,Head Movement,Feeding Detected
2026-01-01 16:01:30,1.842,2.14,2.709,98,38.79,High Movement,Active State
2026-01-01 16:02:00,-0.03,0.07,0.139,53,38.01,Low Movement,Healthy Sleep
2026-01-01 16:02:30,0.7,0.408,0.414,75,38.49,Head Movement,Feeding Detected
2026-01-01 16:03:00,0.044,0.097,0.116,50,38.25,Low Movement,Healthy Sleep
2026-01-01 16:03:30,0.74,0.891,1.574,75,38.08,Moderate Movement,Healthy Activity
2026-01-01 16:04:00,0.14,0.082,0.095,49,38.1,Low Movement,Healthy Sleep
2026-01-01 16:04:30,0.428,1.228,0.714,72,38.52,Moderate Movement,Healthy Activity
2026-01-01 16:05:00,1.391,0.636,0.604,71,38.31,Moderate Movement,Healthy Activity
2026-01-01 16:05:30,0.25,0.227,0.175,66,38.25,Minimal Movement,Normal Rest
2026-01-01 16:06:00,1.652,0.693,1.428,72,38.37,Moderate Movement,Healthy Activity
2026-01-01 16:06:30,0.074,0.064,0.102,56,38.27,Low Movement,Healthy Sleep
2026-01-01 16:07:00,1.367,0.757,0.93,64,38.58,Moderate Movement,Healthy Activity
2026-01-01 16:07:30,4.401,2.403,2.425,94,38.84,High Movement,Active State
2026-01-01 16:08:00,1.421,1.161,1.228,78,38.37,Moderate Movement,Healthy Activity
2026-01-01 16:08:30,0.706,0.749,0.686,71,38.26,Head Movement,Feeding Detected
2026-01-01 16:09:00,0.219,0.284,0.135,56,38.01,Minimal Movement,Normal Rest
2026-01-01 16:09:30,3.869,1.792,2.439,95,39.1,High Movement,Active State
2026-01-01 16:10:00,0.899,1.248,1.211,79,38.55,Moderate Movement,Healthy Activity
2026-01-01 16:10:30,1.089,1.146,1.377,77,38.53,Moderate Movement,Healthy Activity
2026-01-01 16:11:00,3.166,2.318,2.636,108,38.67,High Movement,Active State
2026-01-01 16:11:30,0.258,0.091,0.338,66,38.28,Minimal Movement,Normal Rest
2026-01-01 16:12:00,1.319,1.354,1.506,64,38.61,Moderate Movement,Healthy Activity
2026-01-01 16:12:30,1.403,1.481,1.179,72,38.41,Moderate Movement,Healthy Activity
2026-01-01 16:13:00,0.828,0.221,0.402,66,38.36,Head Movement,Feeding Detected
2026-01-01 16:13:30,2.219,1.964,2.746,96,38.96,High Movement,Active State
2026-01-01 16:14:00,0.092,0.119,0.034,57,38.23,Low Movement,Healthy Sleep
2026-01-01 16:14:30,1.291,2.53,3.032,105,39.44,High Movement,Active State
2026-01-01 16:15:00,0.667,0.866,1.445,63,38.58,Moderate Movement,Healthy Activity
2026-01-01 16:15:30,1.187,1.106,1.347,78,38.41,Moderate Movement,Healthy Activity
2026-01-01 16:16:00,1.226,0.989,1.113,80,38.77,Moderate Movement,Healthy Activity
2026-01-01 16:16:30,1.287,1.034,0.429,68,38.52,Moderate Movement,Healthy Activity
2026-01-01 16:17:00,3.363,3.089,2.282,97,39.2,High Movement,Active State
2026-01-01 16:17:30,3.263,2.307,2.539,91,38.86,High Movement,Active State
2026-01-01 16:18:00,0.276,0.278,0.069,56,38.13,Minimal Movement,Normal Rest
2026-01-01 16:18:30,0.036,0.089,0.069,49,38.13,Low Movement,Healthy Sleep
2026-01-01 16:19:00,0.079,0.051,0.089,58,37.91,Low Movement,Healthy Sleep
2026-01-01 16:19:30,0.22,0.237,0.144,63,38.22,Minimal Movement,Normal Rest
2026-01-01 16:20:00,0.09,0.08,0.08,48,38.13,Low Movement,Healthy Sleep
2026-01-01 16:20:30,1.889,1.835,1.371,65,38.56,Moderate Movement,Healthy Activity
2026-01-01 16:21:00,0.067,0.091,0.063,56,38.22,Low Movement,Healthy Sleep
2026-01-01 16:21:30,0.273,0.358,0.165,62,38.44,Minimal Movement,Normal Rest
2026-01-01 16:22:00,1.174,1.295,1.303,76,38.43,Moderate Movement,Healthy Activity
2026-01-01 16:22:30,0.053,0.08,0.086,59,38.11,Low Movement,Healthy Sleep
2026-01-01 16:23:00,0.194,0.32,0.208,61,38.15,Minimal Movement,Normal Rest
2026-01-01 16:23:30,1.845,2.803,1.696,99,38.75,High Movement,Active State
2026-01-01 16:24:00,3.452,1.603,3.508,108,38.39,High Movement,Active State
2026-01-01 16:24:30,2.125,2.288,3.408,122,38.57,High Movement,Active State
2026-01-01 16:25:00,2.665,2.117,3.856,114,39.39,High Movement,Active State
2026-01-01 16:25:30,0.943,1.123,0.851,70,38.15,Moderate Movement,Healthy Activity
2026-01-01 16:26:00,2.845,2.635,3.72,123,38.76,High Movement,Active State
2026-01-01 16:26:30,1.37,0.857,1.575,77,38.58,Moderate Movement,Healthy Activity
2026-01-01 16:27:00,1.523,0.837,0.962,62,38.42,Moderate Movement,Healthy Activity
2026-01-01 16:27:30,0.961,1.089,1.274,81,38.59,Moderate Movement,Healthy Activity
2026-01-01 16:28:00,0.082,0.049,0.07,58,38.08,Low Movement,Healthy Sleep
2026-01-01 16:28:30,1.854,0.991,0.835,69,38.66,Moderate Movement,Healthy Activity
2026-01-01 16:29:00,0.697,1.018,1.303,68,38.09,Moderate Movement,Healthy Activity
2026-01-01 16:29:30,0.359,0.316,0.185,67,38.27,Minimal Movement,Normal Rest
2026-01-01 16:30:00,0.088,0.062,0.035,48,38.18,Low Movement,Healthy Sleep
2026-01-01 16:30:30,1.203,1.363,1.504,64,38.29,Moderate Movement,Healthy Activity
2026-01-01 16:31:00,0.02,0.077,0.078,57,38.1,Low Movement,Healthy Sleep
2026-01-01 16:31:30,1.016,0.691,1.735,69,38.22,Moderate Movement,Healthy Activity
2026-01-01 16:32:00,0.272,0.222,0.261,56,38.11,Minimal Movement,Normal Rest
2026-01-01 16:32:30,0.297,0.124,0.116,65,38.24,Minimal Movement,Normal Rest
2026-01-01 16:33:00,-0.005,0.278,0.256,56,38.32,Minimal Movement,Normal Rest
2026-01-01 16:33:30,0.061,0.068,0.11,50,37.87,Low Movement,Healthy Sleep
2026-01-01 16:34:00,1.103,0.863,1.532,66,38.5,Moderate Movement,Healthy Activity
2026-01-01 16:34:30,0.452,0.715,0.565,71,38.58,Head Movement,Feeding Detected
2026-01-01 16:35:00,0.102,0.066,0.11,58,38.11,Low Movement,Healthy Sleep
2026-01-01 16:35:30,0.077,0.743,0.373,69,38.29,Head Movement,Feeding Detected
2026-01-01 16:36:00,1.074,1.277,1.344,83,38.36,Moderate Movement,Healthy Activity
2026-01-01 16:36:30,0.329,0.364,0.126,64,38.12,Minimal Movement,Normal Rest
2026-01-01 16:37:00,1.552,1.323,1.241,69,38.49,Moderate Movement,Healthy Activity
2026-01-01 16:37:30,0.841,1.17,1.14,81,38.55,Moderate Movement,Healthy Activity
2026-01-01 16:38:00,0.562,0.477,0.82,71,38.23,Head Movement,Feeding Detected
2026-01-01 16:38:30,1.509,1.49,1.362,63,38.32,Moderate Movement,Healthy Activity
2026-01-01 16:39:00,0.364,0.141,0.227,52,38.2,Minimal Movement,Normal Rest
2026-01-01 16:39:30,1.282,1.688,0.218,78,38.7,Moderate Movement,Healthy Activity
2026-01-01 16:40:00,1.672,1.447,0.796,82,38.33,Moderate Movement,Healthy Activity
2026-01-01 16:40:30,1.512,1.278,1.481,66,38.31,Moderate Movement,Healthy Activity
2026-01-01 16:41:00,0.307,1.265,1.043,72,38.51,Moderate Movement,Healthy Activity
2026-01-01 16:41:30,0.959,1.819,1.416,79,38.24,Moderate Movement,Healthy Activity
2026-01-01 16:42:00,0.052,0.026,0.068,59,38.16,Low Movement,Healthy Sleep
2026-01-01 16:42:30,0.017,0.074,0.047,49,38.22,Low Movement,Healthy Sleep
2026-01-01 16:43:00,0.083,0.08,0.071,58,38.19,Low Movement,Healthy Sleep
2026-01-01 16:43:30,0.066,0.017,0.094,53,38.07,Low Movement,Healthy Sleep
2026-01-01 16:44:00,0.902,1.084,1.14,72,38.49,Moderate Movement,Healthy Activity
2026-01-01 16:44:30,0.023,0.064,0.143,57,38.24,Low Movement,Healthy Sleep
2026-01-01 16:45:00,1.763,1.43,1.189,78,38.24,Moderate Movement,Healthy Activity
2026-01-01 16:45:30,2.775,2.228,3.413,99,39.3,High Movement,Active State
2026-01-01 16:46:00,0.377,0.271,0.274,66,38.09,Minimal Movement,Normal Rest
2026-01-01 16:46:30,0.262,0.328,0.109,58,38.23,Minimal Movement,Normal Rest
2026-01-01 16:47:00,0.215,0.21,0.302,53,38.26,Minimal Movement,Normal Rest
2026-01-01 16:47:30,0.055,0.063,0.102,57,38.1,Low Movement,Healthy Sleep
2026-01-01 16:48:00,0.26,0.69,0.538,64,38.29,Head Movement,Feeding Detected
2026-01-01 16:48:30,1.388,1.012,0.634,71,38.53,Moderate Movement,Healthy Activity
2026-01-01 16:49:00,2.096,2.886,2.053,115,39.3,High Movement,Active State
2026-01-01 16:49:30,0.934,0.54,1.076,83,38.58,Moderate Movement,Healthy Activity
2026-01-01 16:50:00,0.91,0.643,0.975,58,38.35,Head Movement,Feeding Detected
2026-01-01 16:50:30,0.313,0.541,0.505,71,38.61,Head Movement,Feeding Detected
2026-01-01 16:51:00,0.881,0.927,0.108,64,38.26,Head Movement,Feeding Detected
2026-01-01 16:51:30,0.617,0.342,0.732,70,38.27,Head Movement,Feeding Detected
2026-01-01 16:52:00,0.085,0.155,0.093,53,38.16,Low Movement,Healthy Sleep
2026-01-01 16:52:30,0.284,0.161,0.266,56,38.21,Minimal Movement,Normal Rest
2026-01-01 16:53:00,3.15,3.345,3.584,102,39.12,High Movement,Active State
2026-01-01 16:53:30,0.468,0.286,0.438,62,38.45,Head Movement,Feeding Detected
2026-01-01 16:54:00,0.106,0.011,0.083,52,37.97,Low Movement,Healthy Sleep
2026-01-01 16:54:30,0.103,0.049,0.1,57,38.19,Low Movement,Healthy Sleep
2026-01-01 16:55:00,0.127,0.092,0.069,59,38.22,Low Movement,Healthy Sleep
2026-01-01 16:55:30,0.039,0.056,0.057,53,38.19,Low Movement,Healthy Sleep
2026-01-01 16:56:00,0.073,0.035,0.075,56,38.08,Low Movement,Healthy Sleep
2026-01-01 16:56:30,1.166,0.88,1.055,67,38.51,Moderate Movement,Healthy Activity
2026-01-01 16:57:00,1.317,1.264,1.411,82,38.2,Moderate Movement,Healthy Activity
2026-01-01 16:57:30,0.367,0.41,0.26,63,38.2,Minimal Movement,Normal Rest
2026-01-01 16:58:00,1.015,0.792,0.839,65,38.85,Moderate Movement,Healthy Activity
2026-01-01 16:58:30,0.784,1.157,1.078,64,38.72,Moderate Movement,Healthy Activity
2026-01-01 16:59:00,0.613,1.785,0.473,84,38.35,Moderate Movement,Healthy Activity
2026-01-01 16:59:30,0.176,0.331,0.265,54,38.13,Minimal Movement,Normal Rest
2026-01-01 17:00:00,0.271,0.214,0.238,54,38.39,Minimal Movement,Normal Rest
2026-01-01 17:00:30,0.093,0.057,0.046,59,38.08,Low Movement,Healthy Sleep
2026-01-01 17:01:00,0.117,0.125,0.036,58,38.25,Low Movement,Healthy Sleep
2026-01-01 17:01:30,0.58,0.797,0.744,74,38.21,Head Movement,Feeding Detected
2026-01-01 17:02:00,0.119,0.063,0.064,51,38.14,Low Movement,Healthy Sleep
2026-01-01 17:02:30,0.076,0.034,0.04,48,38.21,Low Movement,Healthy Sleep
2026-01-01 17:03:00,0.294,0.272,0.157,57,38.24,Minimal Movement,Normal Rest
2026-01-01 17:03:30,1.527,1.15,1.3,78,38.54,Moderate Movement,Healthy Activity
2026-01-01 17:04:00,1.388,1.209,1.017,81,38.41,Moderate Movement,Healthy Activity
2026-01-01 17:04:30,1.545,0.905,0.832,70,38.44,Moderate Movement,Healthy Activity
2026-01-01 17:05:00,0.11,0.061,0.097,57,38.1,Low Movement,Healthy Sleep
2026-01-01 17:05:30,0.906,1.483,1.173,71,38.5,Moderate Movement,Healthy Activity
2026-01-01 17:06:00,1.605,1.365,0.572,69,38.63,Moderate Movement,Healthy Activity
2026-01-01 17:06:30,0.291,0.14,0.114,56,38.15,Minimal Movement,Normal Rest
2026-01-01 17:07:00,0.723,1.034,1.194,76,38.45,Moderate Movement,Healthy Activity
2026-01-01 17:07:30,0.092,0.331,0.329,58,38.14,Minimal Movement,Normal Rest
2026-01-01 17:08:00,0.249,0.146,0.219,54,38.41,Minimal Movement,Normal Rest
2026-01-01 17:08:30,0.903,0.534,1.049,80,38.87,Moderate Movement,Healthy Activity
2026-01-01 17:09:00,0.308,0.276,0.309,65,38.28,Minimal Movement,Normal Rest
2026-01-01 17:09:30,1.968,3.627,3.276,95,38.41,High Movement,Active State
2026-01-01 17:10:00,0.18,0.201,0.344,53,38.18,Minimal Movement,Normal Rest
2026-01-01 17:10:30,0.031,0.093,0.109,49,38.03,Low Movement,Healthy Sleep
2026-01-01 17:11:00,1.167,0.74,0.993,73,38.26,Moderate Movement,Healthy Activity
2026-01-01 17:11:30,1.469,1.151,1.488,77,37.98,Moderate Movement,Healthy Activity
2026-01-01 17:12:00,0.134,0.37,0.37,54,38.39,Minimal Movement,Normal Rest
2026-01-01 17:12:30,0.056,0.098,0.05,53,38.25,Low Movement,Healthy Sleep
2026-01-01 17:13:00,1.164,1.076,1.504,72,38.6,Moderate Movement,Healthy Activity
2026-01-01 17:13:30,1.364,1.134,0.554,83,38.41,Moderate Movement,Healthy Activity
2026-01-01 17:14:00,0.132,0.11,0.057,51,38.24,Low Movement,Healthy Sleep
2026-01-01 17:14:30,0.083,0.133,0.069,57,38.15,Low Movement,Healthy Sleep
2026-01-01 17:15:00,0.64,0.349,0.935,73,38.36,Head Movement,Feeding Detected
2026-01-01 17:15:30,0.691,0.132,0.523,59,38.32,Head Movement,Feeding Detected
2026-01-01 17:16:00,0.987,1.457,1.471,63,38.37,Moderate Movement,Healthy Activity
2026-01-01 17:16:30,1.33,1.104,1.208,79,38.68,Moderate Movement,Healthy Activity
2026-01-01 17:17:00,0.237,0.219,0.164,59,38.23,Minimal Movement,Normal Rest
2026-01-01 17:17:30,1.11,1.627,1.206,69,38.69,Moderate Movement,Healthy Activity
2026-01-01 17:18:00,0.35,0.26,0.226,66,37.96,Minimal Movement,Normal Rest
2026-01-01 17:18:30,1.503,0.707,0.659,79,38.49,Moderate Movement,Healthy Activity
2026-01-01 17:19:00,0.051,0.074,0.099,58,38.19,Low Movement,Healthy Sleep
2026-01-01 17:19:30,0.029,0.077,0.118,48,38.08,Low Movement,Healthy Sleep
2026-01-01 17:20:00,1.66,1.218,0.484,68,38.64,Moderate Movement,Healthy Activity
2026-01-01 17:20:30,0.076,0.046,0.112,59,38.15,Low Movement,Healthy Sleep
2026-01-01 17:21:00,1.295,0.748,0.671,67,38.42,Moderate Movement,Healthy Activity
2026-01-01 17:21:30,0.434,0.752,0.382,71,38.44,Head Movement,Feeding Detected
2026-01-01 17:22:00,1.008,1.608,0.706,64,38.48,Moderate Movement,Healthy Activity
